;DATASET;EMISSIEJAAR;STOFCODE;STOF;CODE_EMISSIEOORZAAK;EMISSIEOORZAAK;CODE_BEDRIJF;NAAM_BEDRIJF;SBI_CODE;SBI;XCO_BEDRIJF;YCO_BEDRIJF;IDG_CODE;IDG_NAAM;EMISSIEPUNT_CODE;EMISSIEPUNT_NAAM;XCO_EMISSIEPUNT;YCO_EMISSIEPUNT;TYPE;HOOGTE;LENGTE;BREEDTE;HOEK;UITSTROOMOPENING_M2;TEMPERATUUR;UITTREEDSNELHEID;VOLUMESTROOM;WARMTEINHOUD;EMISSIE;XCO_EMISSIEPUNT_HARM;YCO_EMISSIEPUNT_HARM;XCO_BEDRIJF_HARM;YCO_BEDRIJF_HARM
542;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102202;SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal;43002;Salzgitter Mannesmann Seamless Tubes BV;24200;Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor;174950;386900;pub_0201;Basismetaal;43025;UITLAAT ROOKGASSEN STOOMKETEL;174950;386900;P;12.0;;;;0.16;185.0;1.0;0.23001;0.051;473000.0;174950;386899;174950;386899
543;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;52612;Cargill Benelux BV;10620;Vervaardiging van zetmeel en zetmeelproducten;44338;361919;pub_0216;Voedings- en genotmiddelenindustrie;38352;emissiepunt 102;44338;361919;P;23.0;;;;3.0;;;;2.9;33224960.84973;44338;361918;44338;361918
544;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;52612;Cargill Benelux BV;10620;Vervaardiging van zetmeel en zetmeelproducten;44338;361919;pub_0216;Voedings- en genotmiddelenindustrie;38363;emmissiepunt 104;44338;361919;P;6.0;;;;2.0;;;;3.3;931339.76805;44338;361918;44338;361918
545;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;71514;Gasunie Vilsteren/Ommen;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;221116;501184;pub_0502;Olie- gaswinning land;38932;1-C-002 RR-RB211;221116;501184;P;13.0;;;;15.75;334.0;1.0;20.47;8.463;7779.0;221116;501183;221116;501183
546;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;71514;Gasunie Vilsteren/Ommen;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;221116;501184;pub_0502;Olie- gaswinning land;38941;2-C-011 GE-FRS3;221116;501184;P;17.0;;;;9.0;376.0;;40.98;19.231914;275985.0;221116;501183;221116;501183
547;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;4301;Smurfit Kappa Roermond Papier BV;17122;Vervaardiging van papier en karton voor verpakking;198000;357600;pub_0211;Papier(waren);35029;Schoorsteen ketel 8;198000;357600;P;25.0;;;;1.0;;;;1.0;14156101.0;198000;357599;198000;357599
548;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;21529;Gasunie (Beverwijk);35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;108327;500235;pub_0502;Olie- gaswinning land;35639;2-4 SOLAR;108415;500241;P;12.0;;;;0.79;343.0;12.0;9.09;3.863;89356.0;108415;500240;108327;500234
549;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T151100;SBI 46/47 (per bedrijf): Detail- en groothandel;21530;Oxea Nederland BV;46120;Handelsbemiddeling in brandstoffen, ertsen, metalen en chemische producten;115320;491100;pub_1201;Energiegebruik en processen Handel, Diensten en Overheid (HDO);44609;Schoorsteen Stoomketel;114282;491986;P;10.0;;;;0.24;140.0;1.0;0.35;0.058;974277.0;114282;491985;115320;491099
550;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;22012;CONO Kaasmakers (Middenbeemster);10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);120220;507805;pub_0216;Voedings- en genotmiddelenindustrie;35587;Luchtverhitter poederfabriek;120281;507741;P;22.0;;;;0.0;;;;3.8;2619053.0;120281;507740;120220;507804
551;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;56118;Invista Polyester BV;20160;Vervaardiging van kunststof in primaire vorm;27500;389974;pub_0301;Chemische Industrie basisproducten;38731;Santotherminstallatie;36420;386070;P;32.0;;;;1.04;;;;0.249;4052214.0;36420;386069;27500;389973
552;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10004;Lyondell Chemie Nederland BV;20141;Vervaardiging van petrochemische producten;76900;433220;pub_0301;Chemische Industrie basisproducten;35295;B-2310 Proces Fornuis;76900;433220;P;15.0;;;;1.0;;;;0.4;67852.0;76900;433219;76900;433219
553;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T103600;SBI 20.59 (per bedrijf): Vervaardiging van overige chemische producten n.e.g.;21403;Cabot Norit Nederland B.V.;20590;Vervaardiging van overige chemische producten n.e.g.;116710;492900;pub_0304;Chemische Industrie overig;35259;EO 1 + EO 2 + Naverb;116701;492857;P;23.0;;;;0.13;;;;0.319;617530.0;116701;492856;116710;492899
554;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104706;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, zink;43013;Nyrstar Budel BV;24430;Vervaardiging van lood, zink en tin;169900;361000;pub_0201;Basismetaal;38972;branders (200 stuks) giethal zinkfabriek (emissiepunt 16);169900;361000;P;4.0;;;;30.0;33.0;0.0;0.33;0.009;1327783.0;169900;360999;169900;360999
555;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106200;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);43024;Nedschroef Helmond BV;25940;Vervaardiging van bouten, schroeven en moeren;173329;388200;pub_0210;Metaalelektro;29587;Veredelingsinstallaties;173329;388200;P;12.0;;;;1.0;120.0;0.0;0.21668;0.03;5260612.0105;173329;388199;173329;388199
556;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10003;DSM Resins BV;20160;Vervaardiging van kunststof in primaire vorm;70183;442535;pub_0301;Chemische Industrie basisproducten;38951;Ketelhuis 1 procesfornuis F803;70210;442560;P;17.0;;;;0.17;;;;0.08725;1102413.0;70210;442559;70183;442534
557;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10073;Tronox Pigments (Holland) BV;20120;Vervaardiging van kleurstoffen en pigmenten;78070;434900;pub_0301;Chemische Industrie basisproducten;38839;Wervelbed drogers;78088;434742;P;21.0;;;;2.0;95.0;3.0;6.3;0.671;6057275.54355;78088;434741;78070;434899
558;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102400;SBI 20.12 (per bedrijf): Vervaardiging van kleur- en verfstoffen;10073;Tronox Pigments (Holland) BV;20120;Vervaardiging van kleurstoffen en pigmenten;78070;434900;pub_0301;Chemische Industrie basisproducten;45878;flare;78143;435034;P;20.0;;;;0.6;900.0;33.0;2.0;2.28;5551207.0;78143;435033;78070;434899
559;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10097;Sime Darby Unimills B.V.;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);103500;424600;pub_0216;Voedings- en genotmiddelenindustrie;41693;EMFA (Kerry);103521;424504;P;15.0;;;;0.0;150.0;;0.33;0.058;533000.0;103521;424503;103500;424599
560;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102501;SBI 20.141 (per bedrijf): Vervaardiging van petrochemische producten;101104;Dow Benelux BV (Delfzijl);20141;Vervaardiging van petrochemische producten;259700;592600;pub_0301;Chemische Industrie basisproducten;42446;Divers, overig, diffuus;259700;592600;P;5.0;;;;0.0;;;;0.0;73639.0;259700;592599;259700;592599
561;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102500;SBI 20.13 (per bedrijf): Basischemie anorganisch;101105;PQ Silicas BV (Winschoten);20130;Vervaardiging van overige anorganische basischemicaliën;266100;573750;pub_0301;Chemische Industrie basisproducten;8093;Waterglasoven FU 4;266080;573750;P;35.0;;;;0.5;;;;0.33;5451665.9248;266080;573749;266100;573749
562;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102102;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;101405;Electric Glass Fiber NL BV;23140;Vervaardiging van glasvezels;241450;577380;pub_0203;Bouwmaterialenindustrie;8928;Novutherm ketels;241432;577484;P;19.0;;;;0.0;;;;0.048;2038388.0;241432;577483;241450;577379
563;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;101407;Zeolyst CV;20130;Vervaardiging van overige anorganische basischemicaliën;261647;592403;pub_0301;Chemische Industrie basisproducten;46977;calcineertrommel 6702;261647;592403;P;20.0;;;;0.1232;;;;0.09;165424.0;261647;592402;261647;592402
564;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T107100;SBI 08 (per bedrijf): Winning van delfstoffen (geen olie en gas);101408;Nedmag BV;8990;Winning van overige delfstoffen n.e.g.;256065;570785;pub_0802;Overig bouw;42860;Schoorsteen A3001 (calcineerovens);256050;570781;P;50.0;;;;1.0;190.0;6.0;6.4;1.463;9970458.8;256050;570780;256065;570784
565;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;203825;Linde Gas Benelux BV;20110;Vervaardiging van industriële gassen;204514;451908;pub_0301;Chemische Industrie basisproducten;39740;CV installatie;204514;451908;P;10.0;;;;0.2;;;;0.01;86069.0;204514;451907;204514;451907
566;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;204363;Nuon HWC Schuytgraaf;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;186213;439706;pub_0503;Opwekking electriciteit;38434;NHA10;186213;439706;P;21.0;;;;1.3;180.0;2.0;2.2;0.475;257800.50000000035;186213;439705;186213;439705
567;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;204522;Ondergrondse aardgasopslag Zuidwending;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;258576;567374;pub_0502;Olie- gaswinning land;37173;water heaters;258576;567374;P;10.0;;;;0.0;;;;0.22;2967074.82843484;258576;567373;258576;567373
568;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;204763;KH Dairy Sourcing BV;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);253097;520062;pub_0216;Voedings- en genotmiddelenindustrie;45277;Stoomketel;253097;520062;P;5.0;;;;0.0;170.0;;2.0;0.406;1709368.0;253097;520061;253097;520061
569;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;204851;Air Products Nederland BV (Pernis);20110;Vervaardiging van industriële gassen;79259;431845;pub_0301;Chemische Industrie basisproducten;44583;SMR;79259;431845;P;50.0;;;;71.0;130.0;1.0;62.7;9.5;502072860.0;79259;431844;79259;431844
570;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104702;SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, aluminium;43856;Sapa Profiles NL BV (Drunen);24420;Vervaardiging van aluminium;138700;411500;pub_0201;Basismetaal;38312;Divers, overig, diffuus;138700;411500;P;5.0;;;;0.0;;;;0.0;1647000.0;138700;411499;138700;411499
571;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;101515;Gasunie (Spijk);35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;253587;603833;pub_0502;Olie- gaswinning land;42785;3-4 SOLAR;253514;603833;P;9.0;;;;0.95;441.0;8.0;7.41;4.082;33990.0;253514;603832;253587;603832
572;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;101515;Gasunie (Spijk);35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;253587;603833;pub_0502;Olie- gaswinning land;45524;Noodgenerator A409H-24-78-002 725kW;253646;603845;P;4.0;;;;0.0385;293.0;0.0;0.01;0.004;233.772264935452;253646;603844;253587;603832
573;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10079;Chemours Netherlands BV;20160;Vervaardiging van kunststof in primaire vorm;109500;425710;pub_0301;Chemische Industrie basisproducten;44625;Teflon FEP;109817;425858;P;25.0;;;;0.0;;;;0.001;40856.2017525123;109817;425857;109500;425709
574;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10079;Chemours Netherlands BV;20160;Vervaardiging van kunststof in primaire vorm;109500;425710;pub_0301;Chemische Industrie basisproducten;45991;Diesel aggregaat FLCHem CK;109694;425890;P;6.0;;;;0.0;;;;0.001;14000.0;109694;425889;109500;425709
575;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10079;Chemours Netherlands BV;20160;Vervaardiging van kunststof in primaire vorm;109500;425710;pub_0301;Chemische Industrie basisproducten;46788;Verwarming brandweergarage;109669;425659;P;5.0;;;;0.3;;;;0.001;41400.0;109669;425658;109500;425709
576;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102201;SBI 19.201 (per bedrijf): Aardolieraffinage;10057;Shell Nederland Raffinaderij BV;19201;Aardolieraffinage;82574;432924;pub_0401;Raffinage en verwerking;42213;Hoge schoorsteen 2;82574;432924;P;213.0;;;;9.0;176.0;11.0;145.14;30.563;919552718.4;82574;432923;82574;432923
577;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102201;SBI 19.201 (per bedrijf): Aardolieraffinage;10057;Shell Nederland Raffinaderij BV;19201;Aardolieraffinage;82574;432924;pub_0401;Raffinage en verwerking;46766;kws fakkel ABC terrein;83060;433139;P;130.0;;;;0.0;;;;22.0;59020382.0;83060;433138;82574;432923
578;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;204957;Eneco Solar, Bio & Hydro BV, WKC Ypenburg;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;85471;452540;pub_0503;Opwekking electriciteit;45536;WKK 4 schoorsteen;85455;452580;P;20.0;;;;0.28;110.0;;2.4;0.2964;5406276.0;85455;452579;85471;452539
579;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;205186;Eneco Solar, Bio & Hydro / HWC Ypenburg;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;84489;451037;pub_0503;Opwekking electriciteit;45823;Ketel3;84493;451045;P;15.0;;;;0.33;75.0;7.0;2.4;0.194;2540954.0;84493;451044;84489;451036
580;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;205276;Diffutherm BV;20520;Vervaardiging van lijm en bereide kleefmiddelen;147092;374329;pub_0304;Chemische Industrie overig;47096;verzamelpunt;147092;374328;P;11.0;;;;0.4;80.0;1.0;0.212;0.019;702270.0;147092;374327;147092;374328
581;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;21101;Albemarle Catalysts Company B.V.;20590;Vervaardiging van overige chemische producten n.e.g.;124570;488620;pub_0304;Chemische Industrie overig;7559;KL-1901;124230;488780;P;20.0;;;;0.0;200.0;0.0;0.037;0.009;287000.0;124230;488779;124570;488619
582;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;21101;Albemarle Catalysts Company B.V.;20590;Vervaardiging van overige chemische producten n.e.g.;124570;488620;pub_0304;Chemische Industrie overig;7564;Service en onderzoeksafdelingen;124230;488780;P;20.0;;;;0.0;;;;0.032;339158.0;124230;488779;124570;488619
583;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100300;SBI 13/14 (per bedrijf): Vervaardiging van textiel en kleding;44162;Vlisco Helmond BV;13300;Textielveredeling;173650;387400;pub_0215;Textiel- en tapijtindustrie;36337;Drogen| G1-machine;173650;387400;P;14.0;;;;0.0;65.0;;4.2;0.273;274250.0;173650;387399;173650;387399
584;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100300;SBI 13/14 (per bedrijf): Vervaardiging van textiel en kleding;44162;Vlisco Helmond BV;13300;Textielveredeling;173650;387400;pub_0215;Textiel- en tapijtindustrie;44674;Drogen|G4-machine gaswasser;173585;387497;P;16.0;;;;1.5;55.0;;5.5;0.286;274250.0;173585;387496;173650;387399
585;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T111201;SBI 38.2 (per bedrijf): Behandeling van afval;85002;Attero Noord BV;38210;Behandeling van onschadelijk afval;231073;534370;pub_0901;AVI's;36088;Storten van afval;230850;533510;O;40.0;500.0;500.0;;250000.0;;;;0.001;937930.0;230850;533509;231073;534369
586;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;92001;FrieslandCampina Cheese (Gerkesklooster);10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);209300;583850;pub_0216;Voedings- en genotmiddelenindustrie;35262;Divers, overig, diffuus;209300;583850;P;5.0;;;;0.0;;;;0.0;543060.0;209300;583849;209300;583849
587;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;92008;Exploitatiemaatschappij Phoenix BV;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);181400;551120;pub_0216;Voedings- en genotmiddelenindustrie;36356;Droogtoren Egron 3;181453;551076;P;30.0;;;;0.0;;;;0.7;3921374.0;181453;551075;181400;551119
588;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;24605;Forbo Flooring BV;22230;Vervaardiging van kunststofproducten voor de bouw;112868;500232;pub_0213;Rubber- en kunstofverw. Industrie;42913;Stoomketel 6;113174;500627;P;20.0;;;;2.0;;;;0.271;6228402.0;113174;500626;112868;500231
589;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;24605;Forbo Flooring BV;22230;Vervaardiging van kunststofproducten voor de bouw;112868;500232;pub_0213;Rubber- en kunstofverw. Industrie;42914;Stoomketel 7;113174;500691;P;21.0;;;;2.5;;;;0.452;499144.0;113174;500690;112868;500231
590;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;24606;BN International BV;17240;Vervaardiging van behangselpapier;145000;479450;pub_0211;Papier(waren);35415;Stoomketel;145030;479400;P;15.0;;;;0.13;;;;0.125;45946.0;145030;479399;145000;479449
591;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10698;Croda;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);108400;446500;pub_0301;Chemische Industrie basisproducten;38704;791 HTO-oven VD/ARD;108428;446640;P;22.0;;;;0.05;254.0;4.0;0.18;0.056;292692.0;108428;446639;108400;446499
592;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10698;Croda;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);108400;446500;pub_0301;Chemische Industrie basisproducten;38708;mobiele diesel gestookte stoomketels;108363;446573;P;4.0;;;;0.125;350.0;2.0;0.2;0.087;15906.0;108363;446572;108400;446499
593;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;22102;Loders Croklaan B.V.;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);115800;499830;pub_0216;Voedings- en genotmiddelenindustrie;37037;Geka Ketel EFP;115776;499855;P;15.0;;;;0.049;298.0;2.0;0.12;0.044;52418.0;115776;499854;115800;499829
594;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;22102;Loders Croklaan B.V.;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);115800;499830;pub_0216;Voedings- en genotmiddelenindustrie;37040;Ketel 8;115797;499833;P;25.0;;;;1.32;237.0;2.0;2.65;0.766;15537404.0;115797;499832;115800;499829
